BALANCE,CREDIT_LIMIT,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY
baixo,alto,alto,alto,alta,médio,alto
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,baixa,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,baixo
muito baixo,alto,médio,alto,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,muito baixo,baixo
médio,médio,alto,alto,moderada,médio,médio
alto,médio,alto,alto,alta,médio,baixo
baixo,alto,baixo,baixo,nenhuma,baixo,baixo
alto,alto,baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,médio,alto,moderada,médio,alto
alto,alto,médio,médio,baixa,médio,médio
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,médio,baixa,médio,médio
baixo,médio,médio,médio,baixa,baixo,baixo
muito baixo,alto,baixo,médio,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,alto,alta,muito baixo,baixo
médio,alto,alto,baixo,nenhuma,médio,baixo
alto,alto,alto,alto,alta,médio,alto
médio,médio,baixo,baixo,nenhuma,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,alto,baixa,muito baixo,baixo
médio,alto,alto,baixo,baixa,médio,baixo
muito baixo,médio,médio,alto,baixa,baixo,baixo
baixo,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,médio,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
alto,alto,baixo,médio,baixa,baixo,baixo
muito baixo,alto,médio,médio,moderada,médio,baixo
alto,alto,médio,alto,baixa,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,médio
baixo,médio,médio,médio,baixa,baixo,baixo
alto,alto,alto,alto,alta,médio,alto
médio,alto,médio,médio,baixa,baixo,baixo
muito baixo,médio,médio,alto,moderada,baixo,baixo
alto,alto,alto,alto,alta,médio,alto
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,médio,moderada,médio,médio
médio,alto,alto,alto,moderada,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,baixo
baixo,médio,médio,médio,baixa,baixo,baixo
alto,médio,baixo,alto,baixa,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,alto,alta,baixo,baixo
alto,médio,médio,alto,moderada,baixo,baixo
alto,alto,baixo,alto,moderada,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,alto,moderada,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,médio,nenhuma,baixo,baixo
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
baixo,alto,baixo,baixo,nenhuma,baixo,baixo
alto,muito alto,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,baixo,baixo
médio,médio,médio,médio,moderada,médio,médio
médio,alto,médio,alto,alta,baixo,baixo
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
baixo,médio,alto,alto,alta,baixo,médio
alto,médio,médio,alto,alta,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,baixo,alto,alta,baixo,baixo
médio,alto,alto,alto,alta,médio,alto
alto,alto,alto,médio,moderada,médio,médio
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,médio,alto,alta,baixo,baixo
alto,alto,médio,alto,alta,médio,alto
alto,médio,baixo,médio,alta,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
baixo,médio,baixo,médio,baixa,baixo,baixo
alto,alto,alto,alto,moderada,médio,médio
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,alto,baixa,muito baixo,baixo
muito baixo,alto,médio,alto,moderada,baixo,alto
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
alto,alto,alto,alto,moderada,muito baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,baixo,médio,baixa,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,alto,médio,baixa,muito baixo,baixo
médio,alto,médio,alto,alta,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,alto,moderada,médio,alto
alto,alto,baixo,médio,baixa,baixo,médio
muito baixo,alto,médio,alto,baixa,baixo,baixo
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
alto,médio,baixo,baixo,nenhuma,baixo,baixo
médio,médio,alto,baixo,nenhuma,médio,baixo
baixo,médio,médio,baixo,baixa,baixo,baixo
alto,alto,alto,alto,moderada,médio,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,baixo
médio,médio,médio,alto,baixa,médio,alto
médio,médio,alto,alto,alta,médio,alto
médio,médio,baixo,baixo,nenhuma,baixo,baixo
alto,médio,médio,alto,baixa,médio,alto
médio,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,moderada,baixo,médio
alto,alto,alto,alto,alta,médio,alto
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,baixa,baixo,baixo
baixo,muito alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,médio,médio,moderada,baixo,baixo
baixo,médio,alto,baixo,nenhuma,médio,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,médio,moderada,médio,médio
baixo,baixo,médio,médio,baixa,baixo,baixo
médio,alto,médio,baixo,nenhuma,baixo,baixo
baixo,médio,alto,alto,alta,baixo,baixo
alto,médio,médio,médio,baixa,baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
médio,alto,alto,alto,alta,médio,médio
baixo,alto,baixo,médio,baixa,baixo,médio
alto,médio,alto,alto,alta,baixo,médio
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,baixo,alto,baixa,muito baixo,baixo
baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,médio,médio,alto,moderada,médio,alto
médio,baixo,alto,alto,alta,baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,médio,alto
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
alto,médio,alto,alto,moderada,médio,alto
baixo,médio,alto,médio,alta,médio,médio
baixo,alto,médio,alto,moderada,baixo,médio
médio,médio,médio,alto,moderada,muito baixo,baixo
médio,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,muito alto,médio,alto,baixa,baixo,baixo
alto,alto,alto,baixo,moderada,médio,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,alto,moderada,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,baixo,baixo,nenhuma,baixo,baixo
alto,médio,alto,alto,alta,médio,médio
médio,baixo,baixo,médio,baixa,muito baixo,baixo
médio,baixo,médio,alto,moderada,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,baixo,baixa,baixo,baixo
alto,médio,alto,alto,alta,médio,médio
baixo,médio,alto,alto,alta,médio,alto
alto,alto,baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
alto,alto,baixo,médio,baixa,baixo,baixo
alto,alto,alto,alto,alta,médio,médio
alto,alto,alto,alto,moderada,médio,alto
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,médio,baixa,baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,alto,alto,alta,médio,médio
muito baixo,baixo,médio,baixo,nenhuma,baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
alto,alto,baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
baixo,alto,alto,alto,alta,baixo,baixo
baixo,alto,alto,médio,nenhuma,médio,médio
baixo,médio,médio,alto,alta,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,alto,alto,alta,médio,alto
alto,médio,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,médio
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
médio,médio,médio,baixo,nenhuma,médio,baixo
alto,alto,médio,alto,alta,baixo,baixo
alto,alto,médio,alto,moderada,baixo,baixo
médio,alto,alto,alto,moderada,médio,médio
médio,alto,alto,alto,alta,médio,médio
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,alto,alto,moderada,médio,baixo
médio,baixo,baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,alto,moderada,baixo,alto
médio,médio,alto,médio,baixa,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,baixo,nenhuma,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
médio,baixo,baixo,alto,moderada,muito baixo,baixo
muito baixo,alto,alto,alto,alta,baixo,médio
alto,alto,alto,alto,alta,médio,baixo
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,médio,baixa,baixo,baixo
médio,alto,médio,médio,baixa,baixo,médio
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,muito alto,médio,alto,moderada,baixo,alto
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
baixo,médio,médio,alto,alta,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,alto,alto,alta,médio,médio
baixo,alto,médio,baixo,nenhuma,médio,baixo
alto,médio,alto,baixo,moderada,médio,baixo
baixo,alto,alto,alto,alta,baixo,alto
muito baixo,alto,alto,alto,alta,médio,alto
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,alto,baixa,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
alto,médio,médio,alto,alta,baixo,médio
baixo,alto,alto,alto,alta,baixo,médio
muito baixo,médio,médio,médio,moderada,baixo,baixo
baixo,baixo,médio,baixo,nenhuma,médio,baixo
baixo,alto,médio,médio,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
alto,médio,baixo,médio,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,baixo,baixo
baixo,alto,baixo,baixo,nenhuma,baixo,baixo
médio,alto,alto,alto,moderada,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
baixo,médio,alto,médio,baixa,médio,médio
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
alto,alto,alto,alto,moderada,médio,alto
baixo,médio,médio,médio,baixa,muito baixo,baixo
médio,alto,baixo,médio,baixa,muito baixo,baixo
baixo,médio,alto,alto,moderada,médio,alto
baixo,médio,médio,alto,moderada,baixo,médio
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,médio,alto,moderada,baixo,alto
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
alto,alto,alto,alto,alta,médio,alto
alto,médio,médio,alto,moderada,baixo,baixo
muito baixo,alto,médio,alto,moderada,médio,alto
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,alto,alto,alta,médio,alto
médio,médio,alto,alto,alta,médio,alto
alto,muito alto,médio,médio,moderada,baixo,baixo
muito baixo,médio,médio,baixo,nenhuma,médio,baixo
médio,alto,médio,alto,moderada,baixo,médio
muito baixo,alto,alto,alto,moderada,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
médio,alto,alto,alto,alta,baixo,médio
médio,alto,alto,alto,alta,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
baixo,médio,médio,baixo,nenhuma,baixo,baixo
muito baixo,muito alto,baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,alto,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,alto,moderada,baixo,baixo
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,baixo,alto
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
alto,médio,médio,baixo,baixa,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,baixo,baixo,nenhuma,baixo,baixo
alto,alto,médio,alto,moderada,médio,alto
médio,médio,alto,alto,moderada,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,médio,alto,alta,baixo,médio
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,alto,médio,moderada,médio,médio
baixo,alto,alto,alto,alta,médio,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,médio,baixa,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,alta,muito baixo,baixo
baixo,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,baixo,médio,baixa,muito baixo,baixo
médio,médio,baixo,médio,nenhuma,muito baixo,baixo
médio,alto,alto,alto,alta,médio,médio
alto,alto,alto,alto,alta,médio,alto
alto,alto,alto,alto,alta,médio,alto
alto,alto,médio,médio,moderada,médio,médio
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,alto,moderada,médio,baixo
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,alto,moderada,muito baixo,alto
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,médio,médio,moderada,médio,médio
baixo,médio,alto,alto,moderada,médio,médio
baixo,alto,alto,alto,alta,médio,alto
médio,médio,médio,baixo,nenhuma,baixo,baixo
médio,alto,alto,alto,alta,baixo,alto
baixo,médio,muito baixo,médio,nenhuma,muito baixo,baixo
baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
baixo,médio,alto,alto,baixa,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,alto,alta,baixo,médio
muito baixo,alto,médio,médio,baixa,muito baixo,baixo
alto,alto,alto,alto,alta,médio,médio
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,alto,alto,médio,moderada,médio,médio
médio,baixo,médio,alto,moderada,médio,alto
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,médio,moderada,baixo,médio
médio,alto,baixo,alto,moderada,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,alto,alto,alta,médio,alto
alto,alto,alto,baixo,nenhuma,médio,baixo
baixo,médio,médio,baixo,nenhuma,baixo,baixo
alto,médio,médio,alto,alta,baixo,baixo
muito baixo,alto,alto,alto,alta,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,alto,médio,moderada,médio,médio
médio,alto,baixo,alto,moderada,baixo,alto
muito baixo,alto,alto,alto,alta,médio,alto
baixo,alto,baixo,médio,baixa,baixo,médio
médio,baixo,médio,alto,moderada,médio,médio
baixo,alto,médio,médio,baixa,baixo,médio
alto,médio,médio,alto,moderada,baixo,baixo
médio,médio,médio,alto,baixa,baixo,alto
médio,alto,alto,alto,alta,médio,alto
alto,alto,médio,médio,baixa,baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
médio,médio,médio,baixo,nenhuma,médio,baixo
baixo,alto,alto,alto,alta,médio,alto
muito baixo,alto,baixo,alto,baixa,muito baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
baixo,médio,baixo,médio,baixa,baixo,baixo
alto,alto,médio,alto,moderada,baixo,médio
médio,baixo,alto,baixo,nenhuma,médio,baixo
médio,alto,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,médio,baixa,baixo,médio
alto,alto,baixo,médio,baixa,baixo,baixo
baixo,alto,médio,alto,alta,médio,alto
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,alto,médio,médio,baixa,baixo,médio
alto,alto,alto,alto,alta,médio,alto
baixo,alto,alto,alto,moderada,médio,médio
alto,médio,médio,baixo,baixa,baixo,baixo
muito baixo,alto,baixo,alto,moderada,baixo,alto
médio,baixo,médio,médio,baixa,muito baixo,baixo
muito baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,médio,baixa,baixo,médio
médio,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,alto,médio,baixo,nenhuma,médio,baixo
médio,baixo,alto,alto,moderada,médio,baixo
